Name	Species	Power	Height	Weight	Age
Sybil_Douglas	Giant	Cure_critical_wounds	532	191	802.46
Abigale_Adams	Human	Fireball	878	15	570.55
Lucille_O'Kon	Dragon	Cure_critical_wounds	651	945	17.03
Gwenda_Ruecker	Kobold	Cure_critical_wounds	409	253	988.15
Flo_Gleichner	Dragon	Dimension_door	297	488	314.44
Darrian_Yost	Kobold	Cure_critical_wounds	978	939	713.14
Elliot_Connelly	Kobold	Lightning_bolt	448	179	550.79
Lora_Reichert	Kobold	Cure_critical_wounds	298	519	407.02
Chloe_Dach	Goblin	Lightning_bolt	126	921	465.4
Somer_Mertz	Elf	Cure_critical_wounds	883	145	129.02
Estie_Runte	Dragon	Dimension_door	337	216	581.21
Alysa_Prosacco	Giant	Dimension_door	502	369	30.34
Alida_Muller	Elf	Cure_critical_wounds	873	191	839.44
Gaines_Kemmer	Dragon	Floating_disk	833	854	451.35
Mansfield_Balistreri	Beholder	None	555	162	791.7
Taurean_Cole	Elf	Cure_critical_wounds	438	651	589.43
Zaida_Adams	Elf	Floating_disk	984	794	616.49
Georgiann_Ondricka	Dragon	Floating_disk	295	796	253.49
Elenore_McCullough	Dragon	Lightning_bolt	977	699	397.45
Ancel_Zieme	Kobold	None	472	324	931.93
Octa_Ullrich	Dragon	Floating_disk	576	304	898.09
Jaxson_Hartmann	Giant	Floating_disk	234	674	858.48
Jaye_DuBuque	Elf	Fireball	850	916	550.5
Arthur_Sanford	Giant	None	631	729	599.49
Joette_Hoppe	Kobold	None	425	268	696.76
Mimi_Hoppe	Goblin	Dimension_door	897	427	695.67
Levar_Wiegand	Human	Magic_missile	64	649	72.49
Luna_Schiller	Beholder	Lightning_bolt	661	683	486.16
Fletcher_Kautzer	Beholder	Floating_disk	958	740	551.54
Landen_Connelly	Giant	Cure_critical_wounds	470	200	845.14
Carsen_Kilback	Elf	Floating_disk	409	549	83.25
Andrae_Wiza	Human	None	454	757	504.87
Edyth_Shanahan	Kobold	Cure_critical_wounds	75	556	790.9
Domonique_Rohan	Elf	Lightning_bolt	459	628	454.96
Lessie_Rau	Kobold	None	23	361	387.95
Lonna_Gulgowski	Elf	Dimension_door	448	820	44.41
Elois_Powlowski	Dragon	Cure_critical_wounds	62	151	74.93
Monique_Miller	Beholder	Lightning_bolt	367	327	929.19
Rolando_Ullrich	Beholder	None	142	66	62.67
Fitzhugh_Mills	Kobold	Dimension_door	866	66	797.16
Lars_Huels	Goblin	Lightning_bolt	978	859	619.25
Garrison_Franecki	Dragon	Floating_disk	6	339	810.0
Ramsey_Towne	Dragon	Lightning_bolt	353	510	668.03
Gusta_Cummerata	Beholder	Fireball	913	637	411.51
Birtie_Jacobs	Human	Magic_missile	750	332	426.03
Oran_Paucek	Beholder	Cure_critical_wounds	511	548	524.47
Larae_Douglas	Human	Floating_disk	716	783	35.55
Odalis_Watsica	Dragon	Cure_critical_wounds	682	101	756.18
Warren_Fadel	Giant	Dimension_door	486	442	877.7
